,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color
10,-0.37042895145834465,1.4978417426785402,-1.7612000506879606,-0.866619128368086,1.2524021780709034,-0.7546840415489724,-0.5559649275351662,0.4021090448283806,0.4008374869577073,0.1095194865632514,-1.1207901321619442,5,red
11,0.3111066690454089,1.0450426338614822,0.3358409551643636,0.49751965580847274,0.47326044691422126,-0.574982161907492,0.08071929156292812,1.0353217749152774,0.8288161965209465,1.8122424886697055,0.058521435228107065,5,red
12,-1.4332878935003075,1.6887756911800664,-2.4613037193847442,-0.9752663452977042,1.0146506361009626,-0.6621889005275595,-0.6923073196607021,-0.131590439939244,2.1880614736564636,-0.03315697377356238,-0.46826150992477544,5,red
16,1.0780002110892908,-0.3371085815950147,1.583940085619245,-0.866619128368086,1.1040115161358697,0.48255426955452235,0.09454077473413304,0.7354540055248415,0.5238272289263622,1.5047688097852134,0.058521435228107065,7,red
18,0.22950885093374565,1.552822507533727,-1.7612000506879606,0.09626336175026785,0.9250432429813149,-2.015949661276909,-1.6838629424350644,0.902063891886893,1.0101313560879328,-0.1777232434464133,-1.3154683646920544,4,red
20,1.3623677359247437,-0.7554811929658203,1.1050475134430338,-0.866619128368086,0.6547282898688178,0.2043858026573211,-0.668661948590999,0.7021270222382185,1.0702938721746866,0.03841438952585802,-0.9298922994027592,6,red
21,0.3917501048234185,0.38134036973946905,-0.004905175137301636,-0.6257399255366679,0.8051808951417025,-0.1360648859972247,-0.4314940755730899,1.1685529796886032,1.8401717922749685,0.862548653457009,-0.650320962619828,5,red
22,0.6281710431023672,0.6285746061115577,-0.7272573613805302,-0.9752663452977042,1.5178089516342472,-1.3263547985364819,-1.3457058689820656,0.635468048313618,-0.28605047636087133,2.4596588335240535,-0.8358157012703942,5,red
23,1.0780002110892908,0.9867519662042128,-1.5119554710350145,-0.6257399255366679,0.8651673561536878,-1.4717697843564401,-0.5132598941775605,0.7021270222382185,-0.28605047636087133,0.03841438952585802,-0.9298922994027592,5,red
24,-0.19362605507398964,0.4438096144715999,-1.2693582121581617,-0.5819734957038903,0.8951190958567421,-0.2688183670744676,-1.237007088364213,0.7021270222382185,1.3095812439559773,0.7294422014430978,-0.650320962619828,6,red
25,-0.738246029385965,0.38134036973946905,-1.1111479969913314,-1.0926142792851812,0.7450834507898418,-1.193601317459239,-2.003072555049667,0.26872429404461895,0.7680998247936193,0.2503549088940108,-1.0248778642486556,5,red
26,0.3917501048234185,0.5058342344773578,-0.5044660281966924,-0.866619128368086,0.7450834507898418,-2.5293062158184547,-2.99462817782403,0.5021300663768088,0.4008374869577073,0.4582582194892907,-0.8358157012703942,5,red
27,0.6281710431023672,0.6285746061115577,-0.7272573613805302,-0.9752663452977042,1.5178089516342472,-1.3263547985364819,-1.3457058689820656,0.635468048313618,-0.28605047636087133,2.4596588335240535,-0.8358157012703942,5,red
28,-0.021243697490496066,2.1868782486744047,-2.4613037193847442,-0.8151729192075757,0.7450834507898418,-0.8531506288046932,-1.4230496983474528,0.835424942687884,1.546717688916852,0.1801643532114631,-0.9298922994027592,5,red
29,0.5502613423070258,1.8491683598162942,-2.4613037193847442,-0.7654709892786589,0.8051808951417025,-1.6325185933695054,-2.496371139726286,0.5688023968058046,1.0101313560879328,0.4582582194892907,-0.5588697963319231,6,red
30,-0.37042895145834465,2.0066622065153337,-1.845822596516365,-0.5819734957038903,1.0146506361009626,-0.574982161907492,-0.2281117092890131,0.36876536340139804,0.8288161965209465,0.1095194865632514,-0.28951241317754955,5,red
31,-0.19362605507398964,2.058533921114927,-2.4613037193847442,-0.5394758383615637,1.4884261731436506,-0.20099819889116705,-1.3457058689820656,0.635468048313618,1.487633113557379,0.32009695956147477,0.14363823951647456,6,red
32,0.9312939284544764,1.9019832022216399,-1.4303687530596818,-0.6257399255366679,0.8351879729398318,-0.7546840415489724,0.22587261049451207,0.635468048313618,-0.28605047636087133,0.9284980613135029,-0.5588697963319231,5,red
33,-0.19362605507398964,1.6346486704422878,-1.4303687530596818,1.2298111714304356,0.5338624409970849,0.6809766609389399,-0.21097961973453017,1.5348013202307877,1.4284159127772076,-0.03315697377356238,-0.9298922994027592,6,red
34,-1.8643617009705749,-0.06895135240436959,-0.431398502214155,-0.866619128368086,1.4295807595745735,-0.9584132298148949,-0.924792660249709,0.3354200112401442,1.0101313560879328,0.1801643532114631,-1.1207901321619442,5,red
35,0.5502613423070258,1.8491683598162942,-2.4613037193847442,0.3680768204015089,0.9250432429813149,-2.2511377489212534,-2.3372614917564283,1.30175751688676,1.1303194995969255,0.1801643532114631,-0.7426308378643101,6,red
36,0.5502613423070258,1.6074585631338043,-1.2693582121581617,-0.5819734957038903,0.9250432429813149,-2.8697569044730007,-2.5830954117518816,0.9353808643147072,1.2499625702875663,0.5266884987720848,0.3116924084263945,6,red
37,0.7813981302506008,0.31842007962421653,-0.21565262548986852,-0.7173989278013387,0.3212589556636206,-0.9584132298148949,-1.6369566949572245,0.7021270222382185,0.09083095999807209,1.379312327450527,-0.650320962619828,7,red
39,0.1469337902212749,0.7496101951663198,0.3358409551643636,0.45562919107006855,0.564121091910332,-1.0714799530337968,-0.14443216146301707,1.0353217749152774,0.7072433921077839,1.9926531051492573,0.058521435228107065,5,red
40,0.1469337902212749,0.7496101951663198,0.3358409551643636,0.45562919107006855,0.564121091910332,-1.0714799530337968,-0.14443216146301707,1.0353217749152774,0.7072433921077839,1.9926531051492573,0.058521435228107065,5,red
41,1.2923677929757085,1.6617542049631526,-0.0746132409681715,-0.41890931576804535,0.9848089625216525,-0.574982161907492,-1.041634094768581,0.968696168850724,0.2772716785224398,-0.10520075873181037,-1.0248778642486556,4,red
44,-0.2814608117913589,1.9806101024406912,-2.281162029313685,-0.866619128368086,-0.16998155090067213,-2.2511377489212534,-2.99462817782403,0.5021300663768088,1.6056702315956828,-0.03315697377356238,-0.8358157012703942,5,red
47,1.2216498893701704,-0.26929172320874384,1.347644772319887,-0.9752663452977042,1.7227475456768018,-1.0714799530337968,-1.3457058689820656,0.7354540055248415,0.21527105804453292,0.38939620057340224,-0.8358157012703942,5,red
48,-0.6444359406727592,0.4438096144715999,-0.5781252005049105,-0.9752663452977042,0.3212589556636206,-2.2511377489212534,-2.8801260935889546,0.36876536340139804,0.7680998247936193,0.2503549088940108,-1.1207901321619442,5,red
49,-1.4332878935003075,-0.1352210430417653,0.40248490215057775,-1.0926142792851812,0.564121091910332,-1.0714799530337968,-0.005137214357961066,0.23537392867535653,0.6462462507818387,0.38939620057340224,-1.1207901321619442,5,red
50,1.2923677929757085,1.9282710722999843,-0.3589131937797253,-0.9199365139424229,0.564121091910332,-2.5293062158184547,-2.003072555049667,0.8021029655825851,-0.4128836623478959,1.4422208231767377,-1.1207901321619442,5,red
51,-0.46056010625138555,1.160467133520475,-2.104518458138761,-0.6708532241102148,0.4125451780101651,-1.6325185933695054,-2.5830954117518816,0.3020729881769758,1.1303194995969255,0.7294422014430978,-0.9298922994027592,6,red
52,-0.46056010625138555,1.0450426338614822,-2.104518458138761,-0.7173989278013387,0.382144933014933,-2.015949661276909,-2.675418565209427,0.26872429404461895,1.0702938721746866,0.7961983348842759,-0.9298922994027592,6,red
53,1.1501991446991162,0.31842007962421653,0.3358409551643636,-0.3437099341036924,0.775146071544154,0.2544133194517842,0.29924830311366063,0.7687793199172797,-0.09693674989352408,0.2503549088940108,-0.9298922994027592,5,red
54,0.3917501048234185,1.1029459852528753,-1.1899091649898235,-0.41890931576804535,1.6350749974287802,0.3953475309344547,-0.3922995038047574,0.26872429404461895,-0.28605047636087133,0.7294422014430978,-0.20134205101926717,6,red
55,0.47146122565734844,1.7157136487128453,-2.104518458138761,-0.07641440359249017,0.8651673561536878,-0.013943521571782533,-1.072398987578444,1.0353217749152774,0.7680998247936193,0.03841438952585802,-0.8358157012703942,5,red
57,0.3111066690454089,1.7693410322448186,-1.4303687530596818,0.27496194262373624,1.6643254806358532,1.0139666864862018,0.18772335289745745,1.2018566136562474,0.2772716785224398,1.628799619415263,-0.9298922994027592,5,red
58,0.5502613423070258,1.552822507533727,-0.9556423628098762,-0.6257399255366679,0.6245539640515425,-0.574982161907492,-0.8167781716227772,0.9353808643147072,1.3095812439559773,0.4582582194892907,-0.3784807080080908,5,red
59,0.1469337902212749,0.38134036973946905,-0.004905175137301636,-0.5819734957038903,0.564121091910332,-1.4717697843564401,-1.041634094768581,0.5021300663768088,1.1902088598703773,0.1095194865632514,-0.9298922994027592,6,red
60,1.2923677929757085,0.4438096144715999,0.5995364641109073,-0.6708532241102148,0.7149929813786958,-0.41423335289442664,-0.8697661693229087,1.1019407114161588,1.3690654898357857,0.7961983348842759,-1.1207901321619442,5,red
61,0.47146122565734844,2.0843544505907707,1.1663060484847076,-0.866619128368086,1.7810647236505093,-0.3397940742631478,0.213268895660866,0.7021270222382185,-0.03419890374885873,1.2523970161240576,-1.0248778642486556,5,red
62,0.3111066690454089,1.160467133520475,-1.1111479969913314,-0.8151729192075757,0.8951190958567421,-1.0714799530337968,-1.4230496983474528,0.7021270222382185,1.0101313560879328,0.6622752584419407,-0.8358157012703942,7,red
63,-0.10689616738526178,2.3133597479769046,-2.0174665203671416,-0.7654709892786589,0.775146071544154,-0.9584132298148949,-0.8167781716227772,0.635468048313618,1.0702938721746866,0.32009695956147477,-0.5588697963319231,5,red
64,0.06335779531840219,2.2629872243530356,-2.0174665203671416,0.16261253554185917,0.9250432429813149,-2.5293062158184547,-2.99462817782403,0.5021300663768088,1.1902088598703773,-1.0089935611087284,0.3946543310015692,5,red
65,0.06335779531840219,2.2629872243530356,-2.0174665203671416,0.16261253554185917,0.9250432429813149,-2.5293062158184547,-2.99462817782403,0.5021300663768088,1.1902088598703773,-1.0089935611087284,0.3946543310015692,5,red
66,0.3111066690454089,1.160467133520475,-1.5119554710350145,-1.0327665197898608,0.7149929813786958,-1.193601317459239,-1.2723301763629165,0.7021270222382185,1.2499625702875663,0.38939620057340224,-0.7426308378643101,5,red
67,-0.46056010625138555,2.1613601562889873,-1.845822596516365,-0.9752663452977042,0.6245539640515425,-2.015949661276909,-2.5830954117518816,0.5021300663768088,1.3690654898357857,0.38939620057340224,0.2280244184480938,5,red
68,1.6354701747726965,-0.06895135240436959,1.6420671720663802,-0.7654709892786589,0.564121091910332,0.09912320164711874,-0.5559649275351662,0.7354540055248415,0.4008374869577073,1.7514367949523133,0.2280244184480938,5,red
69,0.7052102262324593,2.1613601562889873,-2.0174665203671416,-0.8151729192075757,0.564121091910332,-1.6325185933695054,-2.263885799137279,0.5021300663768088,0.7680998247936193,2.685876129019395,0.058521435228107065,6,red
70,0.47146122565734844,1.7693410322448186,-1.7612000506879606,-0.8151729192075757,0.6245539640515425,-0.7546840415489724,-1.7825580992111072,0.6687983698902107,0.6462462507818387,0.1095194865632514,-0.8358157012703942,6,red
71,0.47146122565734844,1.9806101024406912,-0.5781252005049105,-0.7173989278013387,0.9848089625216525,-0.574982161907492,-0.005137214357961066,0.5021300663768088,0.6462462507818387,-0.3242300578471097,-0.8358157012703942,5,red
72,0.47146122565734844,2.0843544505907707,-0.6523856788302895,-0.8151729192075757,0.8651673561536878,-0.4924916637205926,-0.034940633593100213,0.4687913961487013,0.5851077486311864,-0.3242300578471097,-0.8358157012703942,5,red
73,0.9312939284544764,2.0066622065153337,-0.3589131937797253,-0.7173989278013387,0.8651673561536878,-1.193601317459239,-1.1359877842373804,0.968696168850724,0.5851077486311864,0.03841438952585802,-1.1207901321619442,4,red
74,1.8981661440916178,-0.06895135240436959,1.4665596431130146,-0.5394758383615637,1.1634491528601911,0.15266211830046825,-0.21097961973453017,1.2351585810673293,0.4008374869577073,1.9328469621256374,-0.7426308378643101,5,red
75,1.2923677929757085,0.5058342344773578,2.038877783973138,-0.6708532241102148,1.1337439295677958,-1.4717697843564401,-1.1688745746621194,1.30175751688676,1.9566454996631604,0.9284980613135029,0.058521435228107065,5,red
76,1.2923677929757085,0.5058342344773578,2.038877783973138,-0.6708532241102148,1.1337439295677958,-1.4717697843564401,-1.1688745746621194,1.30175751688676,1.9566454996631604,0.9284980613135029,0.058521435228107065,5,red
77,-0.2814608117913589,2.560945216557443,-2.4613037193847442,-0.5819734957038903,1.4590167918621955,-0.8531506288046932,-1.6369566949572245,0.635468048313618,1.8401717922749685,0.1801643532114631,0.2280244184480938,6,red
78,-0.37042895145834465,2.388376759200418,-1.4303687530596818,-0.7654709892786589,0.9250432429813149,-1.0714799530337968,-0.26300398494302285,0.36876536340139804,1.0101313560879328,-0.03315697377356238,-0.28951241317754955,5,red
80,-0.8333500911082156,0.7496101951663198,-0.8027503927973282,-0.9752663452977042,0.4125451780101651,-2.8697569044730007,-2.5830954117518816,0.36876536340139804,1.1902088598703773,0.2503549088940108,-1.1207901321619442,5,red
82,0.22950885093374565,1.0450426338614822,1.0433736631285095,-0.7654709892786589,0.9250432429813149,-0.2688183670744676,-0.3922995038047574,0.7687793199172797,0.8893931505097038,0.32009695956147477,-1.2176473637404135,5,red
84,-0.738246029385965,-0.2019985523514089,1.1050475134430338,-0.866619128368086,0.4125451780101651,-0.4924916637205926,-0.6454010721828618,0.4021090448283806,1.3690654898357857,1.6902904513139174,-0.11395543578077008,6,red
85,-0.19362605507398964,1.3307869978260212,-1.1899091649898235,-0.6708532241102148,0.6245539640515425,-0.41423335289442664,-1.237007088364213,0.4687913961487013,1.1902088598703773,0.4582582194892907,-0.28951241317754955,5,red
87,0.47146122565734844,0.9867519662042128,-0.3589131937797253,-0.8151729192075757,0.19914355091473773,-1.4717697843564401,-1.5915397889775191,0.635468048313618,1.0702938721746866,0.7961983348842759,-0.7426308378643101,5,red
89,-0.10689616738526178,1.7157136487128453,-1.7612000506879606,-0.866619128368086,0.6245539640515425,-1.6325185933695054,-1.9446761865226765,1.0353217749152774,1.6056702315956828,0.03841438952585802,-1.3154683646920544,5,red
90,0.6281710431023672,1.160467133520475,-0.3589131937797253,-0.8151729192075757,0.7149929813786958,0.7536428974587293,0.5299443847079968,0.5688023968058046,0.09083095999807209,0.1095194865632514,-0.8358157012703942,5,red
93,0.47146122565734844,0.9867519662042128,-0.3589131937797253,-0.8151729192075757,0.19914355091473773,-1.4717697843564401,-1.5915397889775191,0.635468048313618,1.0702938721746866,0.7961983348842759,-0.7426308378643101,5,red
96,-0.2814608117913589,2.5119876590130215,-2.4613037193847442,-0.3437099341036924,1.4001180279342789,-1.6325185933695054,-2.003072555049667,0.6021360573412406,1.4284159127772076,0.2503549088940108,0.2280244184480938,5,red
97,-0.10689616738526178,1.0450426338614822,-0.431398502214155,-0.7654709892786589,0.44291699827474984,-2.8697569044730007,-2.063954610352807,0.5354670665401099,0.21527105804453292,0.7294422014430978,-1.1207901321619442,5,red
98,0.3917501048234185,3.105034278249294,-1.9312397318615695,-0.5394758383615637,0.7149929813786958,-2.2511377489212534,-3.1190990297861054,0.6687983698902107,1.0702938721746866,0.2503549088940108,-0.5588697963319231,5,red
99,0.7813981302506008,1.3026305199461097,-0.9556423628098762,-0.8151729192075757,0.7450834507898418,-0.9584132298148949,-1.4230496983474528,0.835424942687884,0.5238272289263622,0.4582582194892907,-1.3154683646920544,6,red
100,0.9312939284544764,1.6617542049631526,-0.0746132409681715,-0.7173989278013387,0.8651673561536878,-1.193601317459239,-0.924792660249709,0.835424942687884,1.1303194995969255,0.5946924184074476,-0.20134205101926717,6,red
101,0.5502613423070258,1.0450426338614822,-0.0746132409681715,-0.8151729192075757,0.5943515821392761,-1.6325185933695054,-2.063954610352807,0.4021090448283806,0.5851077486311864,0.2503549088940108,-0.027338756673237354,6,red
102,0.7813981302506008,1.3026305199461097,-0.9556423628098762,-0.8151729192075757,0.7450834507898418,-0.9584132298148949,-1.4230496983474528,0.835424942687884,0.5238272289263622,0.4582582194892907,-1.3154683646920544,6,red
103,0.7813981302506008,1.4702207296255292,-0.6523856788302895,-0.7173989278013387,0.6547282898688178,-1.0714799530337968,-0.5559649275351662,0.6687983698902107,0.4624040303507461,-0.10520075873181037,-1.1207901321619442,5,red
104,0.06335779531840219,0.9867519662042128,-0.5044660281966924,-0.6708532241102148,0.44291699827474984,-2.2511377489212534,-1.3838551265791197,0.4354510556882919,0.7072433921077839,-0.3242300578471097,-0.9298922994027592,5,red
105,0.7813981302506008,1.4702207296255292,-0.6523856788302895,-0.7173989278013387,0.6547282898688178,-1.0714799530337968,-0.5559649275351662,0.6687983698902107,0.4624040303507461,-0.10520075873181037,-1.1207901321619442,5,red
107,-0.8333500911082156,1.7693410322448186,-0.004905175137301636,-0.9199365139424229,0.9848089625216525,-0.7546840415489724,-0.5778052354256271,0.7354540055248415,1.487633113557379,1.7514367949523133,-1.0248778642486556,5,red
108,0.7052102262324593,-0.0031818151417292995,1.4072965144443204,-0.5394758383615637,1.0742518627427982,-0.4924916637205926,-0.26300398494302285,0.968696168850724,0.9498313255590894,1.8122424886697055,-0.7426308378643101,6,red
110,0.5502613423070258,1.3868284920748433,-0.8788751724054495,-0.866619128368086,1.4590167918621955,-1.0714799530337968,-1.0115169322753048,0.5688023968058046,-0.15982415004413805,2.573353546930892,-0.8358157012703942,5,red
111,1.0050372534154706,1.7157136487128453,-1.6773574472510235,-0.6708532241102148,0.8651673561536878,-1.193601317459239,0.16171332035653174,0.5688023968058046,-0.4128836623478959,0.9284980613135029,-0.5588697963319231,5,red
112,1.0050372534154706,1.6074585631338043,-1.594280540382637,-0.6708532241102148,0.8951190958567421,-0.8531506288046932,0.20055314633761773,0.5688023968058046,-0.4128836623478959,0.9284980613135029,-0.5588697963319231,5,red
113,2.151219688752289,-0.1352210430417653,0.8558029337900878,-0.6257399255366679,0.7450834507898418,-0.20099819889116705,-1.041634094768581,1.3683497884808742,0.6462462507818387,0.9940513742417899,-0.650320962619828,6,red
114,0.5502613423070258,1.3868284920748433,-0.8788751724054495,-0.866619128368086,1.4590167918621955,-1.0714799530337968,-1.0115169322753048,0.5688023968058046,-0.15982415004413805,2.573353546930892,-0.8358157012703942,5,red
115,1.7020884240159713,0.4438096144715999,-0.004905175137301636,-0.6708532241102148,1.0444649194299085,-0.9584132298148949,-0.622512385806678,0.635468048313618,-0.9264035621392768,0.7294422014430978,0.058521435228107065,6,red
116,0.9312939284544764,1.274382772934567,-0.21565262548986852,-0.8151729192075757,0.6547282898688178,-1.193601317459239,-1.237007088364213,1.0353217749152774,1.0702938721746866,0.5946924184074476,-0.3784807080080908,6,red
117,0.5502613423070258,1.3868284920748433,-1.4303687530596818,-0.7654709892786589,0.8051808951417025,-1.8122204730109868,-1.7323595317995943,0.7687793199172797,0.9498313255590894,-0.1777232434464133,-0.9298922994027592,6,red
118,1.2923677929757085,1.3307869978260212,-2.104518458138761,-0.6708532241102148,1.8973859201370764,-0.8531506288046932,-0.7656830122798507,0.5021300663768088,-0.03419890374885873,0.5266884987720848,0.3946543310015692,6,red
119,-0.10689616738526178,2.0843544505907707,-1.7612000506879606,-0.866619128368086,1.2524021780709034,-0.20099819889116705,-0.11228446295848726,0.4021090448283806,0.7680998247936193,0.1095194865632514,-1.1207901321619442,6,red
121,1.2923677929757085,1.3307869978260212,-2.104518458138761,-0.6708532241102148,1.8973859201370764,-0.8531506288046932,-0.7656830122798507,0.5021300663768088,-0.03419890374885873,0.5266884987720848,0.3946543310015692,6,red
122,0.1469337902212749,2.1100987006955974,-2.4613037193847442,-0.5394758383615637,0.5943515821392761,-2.8697569044730007,-2.7741137219854695,1.1019407114161588,1.6644913303690956,-0.03315697377356238,-1.1207901321619442,5,red
123,0.7052102262324593,2.1868782486744047,-2.4613037193847442,-0.49817545876745634,0.7450834507898418,-1.193601317459239,-1.4633484865965045,0.968696168850724,1.3690654898357857,0.03841438952585802,-0.8358157012703942,5,red
124,0.5502613423070258,1.0450426338614822,-1.0330628988588042,-0.9752663452977042,0.8051808951417025,-0.2688183670744676,0.08071929156292812,0.4354510556882919,1.0702938721746866,-0.3242300578471097,-0.8358157012703942,5,red
128,0.7052102262324593,1.552822507533727,-1.1111479969913314,-0.866619128368086,0.29077311634801756,-2.8697569044730007,-2.496371139726286,0.5021300663768088,1.2499625702875663,2.5166542308882036,0.058521435228107065,7,red
129,-0.9297843226346226,0.31842007962421653,-1.1899091649898235,-0.866619128368086,0.5035755768854271,-2.015949661276909,-2.263885799137279,0.26872429404461895,1.2499625702875663,0.32009695956147477,-0.9298922994027592,5,red
133,-0.46056010625138555,1.0450426338614822,-2.3707869717912717,-1.0327665197898608,0.13791326057582445,-0.574982161907492,-1.8345824644196005,0.16866818355664998,1.1303194995969255,0.38939620057340224,-0.5588697963319231,6,red
134,0.6281710431023672,3.7245941652196475,-2.0174665203671416,-0.6708532241102148,0.8651673561536878,-0.9584132298148949,-1.6838629424350644,0.4021090448283806,0.0283900980184235,0.1801643532114631,-0.46826150992477544,6,red
135,1.0050372534154706,2.3634427727402936,-1.5119554710350145,-0.8151729192075757,1.0444649194299085,-0.6621889005275595,-0.5999841662031569,0.6021360573412406,-0.15982415004413805,1.9328469621256374,-0.7426308378643101,5,red
136,0.9312939284544764,2.2123218355745826,-1.1899091649898235,-0.866619128368086,1.0146506361009626,-1.3263547985364819,-0.8697661693229087,0.7021270222382185,0.09083095999807209,1.628799619415263,-0.8358157012703942,5,red
137,0.06335779531840219,0.5366817793348171,0.3358409551643636,-0.7654709892786589,0.775146071544154,-0.9584132298148949,-1.072398987578444,0.835424942687884,1.6056702315956828,0.7961983348842759,-1.1207901321619442,5,red
138,0.5502613423070258,1.3868284920748433,-0.8788751724054495,-0.7173989278013387,0.775146071544154,-0.7546840415489724,0.12178945345145341,0.5021300663768088,0.7072433921077839,0.1095194865632514,-0.8358157012703942,5,red
139,0.5502613423070258,1.3868284920748433,-0.8788751724054495,-0.7654709892786589,0.775146071544154,-0.574982161907492,0.16171332035653174,0.5021300663768088,0.6462462507818387,0.1095194865632514,-0.8358157012703942,5,red
140,1.0050372534154706,2.3634427727402936,-1.5119554710350145,-0.8151729192075757,1.0444649194299085,-0.6621889005275595,-0.5999841662031569,0.6021360573412406,-0.15982415004413805,1.9328469621256374,-0.7426308378643101,5,red
141,0.9312939284544764,2.2123218355745826,-1.1899091649898235,-0.866619128368086,1.0146506361009626,-1.3263547985364819,-0.8697661693229087,0.7021270222382185,0.09083095999807209,1.628799619415263,-0.8358157012703942,5,red
143,-0.738246029385965,0.38134036973946905,-1.7612000506879606,-0.9199365139424229,0.3212589556636206,-2.8697569044730007,-2.194090865283255,0.23537392867535653,0.7680998247936193,0.38939620057340224,-0.9298922994027592,5,red
145,0.7813981302506008,1.9806101024406912,1.5254391889738972,-0.866619128368086,1.839277390496586,0.3498007884772794,0.5400540549103384,0.7021270222382185,-0.28605047636087133,0.6622752584419407,-0.9298922994027592,5,red
146,-1.2274536482952645,2.032636658897852,-2.281162029313685,-0.866619128368086,0.9549398483190944,-0.2688183670744676,-0.034940633593100213,-0.09822167990421758,1.9566454996631604,-0.03315697377356238,-0.3784807080080908,5,red
148,-0.19362605507398964,0.9867519662042128,-1.594280540382637,-0.6257399255366679,0.564121091910332,-1.0714799530337968,-1.6369566949572245,0.4021090448283806,1.2499625702875663,0.38939620057340224,-0.20134205101926717,6,red
149,0.8567533629123233,0.4438096144715999,0.8558029337900878,-0.41890931576804535,1.0146506361009626,-1.193601317459239,-1.1359877842373804,0.9353808643147072,1.8984729251092363,0.5946924184074476,0.058521435228107065,6,red
150,0.1469337902212749,-0.0031818151417292995,1.0433736631285095,-0.7173989278013387,0.6547282898688178,-2.2511377489212534,-2.99462817782403,0.36876536340139804,0.7072433921077839,0.03841438952585802,-0.11395543578077008,6,red
152,0.3111066690454089,1.6074585631338043,-2.19241149045837,-0.866619128368086,1.1931272356981069,-0.013943521571782533,0.03843505902604961,0.10195575148030088,0.8288161965209465,0.1095194865632514,-0.28951241317754955,5,red
153,0.3111066690454089,1.6074585631338043,-2.19241149045837,-0.866619128368086,1.1931272356981069,-0.013943521571782533,0.03843505902604961,0.10195575148030088,0.8288161965209465,0.1095194865632514,-0.28951241317754955,5,red
154,-0.021243697490496066,0.6285746061115577,0.7285720755110706,0.3680768204015089,0.44291699827474984,0.2043858026573211,0.41375038734873565,0.8687452514003027,1.2499625702875663,1.3160391427558051,0.058521435228107065,5,red
155,-0.021243697490496066,0.6285746061115577,0.7285720755110706,0.3680768204015089,0.47326044691422126,0.15266211830046825,0.4027039048144576,0.8687452514003027,1.2499625702875663,1.2523970161240576,0.058521435228107065,5,red
156,-0.021243697490496066,0.6285746061115577,0.7285720755110706,0.3680768204015089,0.44291699827474984,0.2043858026573211,0.41375038734873565,0.8687452514003027,1.2499625702875663,1.3160391427558051,0.058521435228107065,5,red
157,-0.021243697490496066,0.6285746061115577,0.7285720755110706,0.3680768204015089,0.47326044691422126,0.15266211830046825,0.4027039048144576,0.8687452514003027,1.2499625702875663,1.2523970161240576,0.058521435228107065,5,red
158,-0.021243697490496066,2.032636658897852,-2.4613037193847442,-0.6708532241102148,0.5338624409970849,-1.0714799530337968,-2.063954610352807,0.7354540055248415,1.6056702315956828,-0.1777232434464133,-1.0248778642486556,5,red
159,-0.2814608117913589,1.6074585631338043,-0.9556423628098762,-0.8151729192075757,0.7149929813786958,-0.4924916637205926,-0.1607810523230173,0.7021270222382185,2.245599668483803,0.32009695956147477,-1.0248778642486556,6,red
